year_film,year_ceremony,number_ceremony,category,actor_name,film,winner
2001,2002,74,ART DIRECTION,Art Direction:  Stephen Altman; Set Decoration:  Anna Pinnock,Gosford Park,f
2001,2002,74,ART DIRECTION,Art Direction:  Stuart Craig; Set Decoration:  Stephenie McMillan,Harry Potter and the Sorcerer's Stone,f
2001,2002,74,ART DIRECTION,Art Direction:  Grant Major; Set Decoration:  Dan Hennah,The Lord of the Rings: The Fellowship of the Ring,f
2001,2002,74,ART DIRECTION,Art Direction:  Catherine Martin; Set Decoration:  Brigitte Broch,Moulin Rouge,t
2001,2002,74,CINEMATOGRAPHY,Bruno Delbonnel,Amélie,f
2001,2002,74,CINEMATOGRAPHY,Slawomir Idziak,Black Hawk Down,f
2001,2002,74,CINEMATOGRAPHY,Andrew Lesnie,The Lord of the Rings: The Fellowship of the Ring,t
2001,2002,74,CINEMATOGRAPHY,Roger Deakins,The Man Who Wasn't There,f
2001,2002,74,CINEMATOGRAPHY,Donald M. McAlpine,Moulin Rouge,f
2001,2002,74,COSTUME DESIGN,Milena Canonero,The Affair of the Necklace,f
2001,2002,74,COSTUME DESIGN,Jenny Beavan,Gosford Park,f
2001,2002,74,COSTUME DESIGN,Judianna Makovsky,Harry Potter and the Sorcerer's Stone,f
2001,2002,74,COSTUME DESIGN,"Ngila Dickson, Richard Taylor",The Lord of the Rings: The Fellowship of the Ring,f
2001,2002,74,COSTUME DESIGN,"Catherine Martin, Angus Strathie",Moulin Rouge,t
2001,2002,74,DIRECTING,Ron Howard,A Beautiful Mind,t
2001,2002,74,DIRECTING,Ridley Scott,Black Hawk Down,f
2001,2002,74,DIRECTING,Robert Altman,Gosford Park,f
2001,2002,74,DIRECTING,Peter Jackson,The Lord of the Rings: The Fellowship of the Ring,f
2001,2002,74,DIRECTING,David Lynch,Mulholland Drive,f
2001,2002,74,DOCUMENTARY (Feature),Edet Belzberg,Children Underground,f
2001,2002,74,DOCUMENTARY (Feature),"Susan Froemke, Deborah Dickson",LaLee's Kin: The Legacy of Cotton,f
2001,2002,74,DOCUMENTARY (Feature),"Jean-Xavier de Lestrade, Denis Poncet",Murder on a Sunday Morning,t
2001,2002,74,DOCUMENTARY (Feature),"Justine Shapiro, B.Z. Goldberg",Promises,f
2001,2002,74,DOCUMENTARY (Feature),Christian Frei,War Photographer,f
2001,2002,74,DOCUMENTARY (Short Subject),Lianne Klapper McNally,Artists and Orphans: A True Drama,f
2001,2002,74,DOCUMENTARY (Short Subject),"Freida Lee Mock, Jessica Sanders",Sing!,f
2001,2002,74,DOCUMENTARY (Short Subject),"Sarah Kernochan, Lynn Appelle",Thoth,t
2001,2002,74,FILM EDITING,"Mike Hill, Dan Hanley",A Beautiful Mind,f
2001,2002,74,FILM EDITING,Pietro Scalia,Black Hawk Down,t
2001,2002,74,FILM EDITING,John Gilbert,The Lord of the Rings: The Fellowship of the Ring,f
2001,2002,74,FILM EDITING,Dody Dorn,Memento,f
2001,2002,74,FILM EDITING,Jill Bilcock,Moulin Rouge,f
2001,2002,74,FOREIGN LANGUAGE FILM,France,Amélie,f
2001,2002,74,FOREIGN LANGUAGE FILM,Norway,Elling,f
2001,2002,74,FOREIGN LANGUAGE FILM,India,Lagaan,f
2001,2002,74,FOREIGN LANGUAGE FILM,Bosnia & Herzegovina,No Man's Land,t
2001,2002,74,FOREIGN LANGUAGE FILM,Argentina,Son of the Bride,f
2001,2002,74,MAKEUP,"Greg Cannom, Colleen Callaghan",A Beautiful Mind,f
2001,2002,74,MAKEUP,"Peter Owen, Richard Taylor",The Lord of the Rings: The Fellowship of the Ring,t
2001,2002,74,MAKEUP,"Maurizio Silvi, Aldo Signoretti",Moulin Rouge,f
2001,2002,74,MUSIC (Original Score),John Williams,A.I. Artificial Intelligence,f
2001,2002,74,MUSIC (Original Score),James Horner,A Beautiful Mind,f
2001,2002,74,MUSIC (Original Score),John Williams,Harry Potter and the Sorcerer's Stone,f
2001,2002,74,MUSIC (Original Score),Howard Shore,The Lord of the Rings: The Fellowship of the Ring,t
2001,2002,74,MUSIC (Original Score),Randy Newman,"Monsters, Inc.",f
2001,2002,74,MUSIC (Original Song),Music and Lyric by Randy Newman,"Monsters, Inc.",t
2001,2002,74,MUSIC (Original Song),"Music and Lyric by Enya, Nicky Ryan and Roma Ryan",The Lord of the Rings: The Fellowship of the Ring,f
2001,2002,74,MUSIC (Original Song),Music and Lyric by Diane Warren,Pearl Harbor,f
2001,2002,74,MUSIC (Original Song),Music and Lyric by Sting,Kate & Leopold,f
2001,2002,74,MUSIC (Original Song),Music and Lyric by Paul McCartney,Vanilla Sky,f
2001,2002,74,BEST PICTURE,"Brian Grazer and Ron Howard, Producers",A Beautiful Mind,t
2001,2002,74,BEST PICTURE,"Robert Altman, Bob Balaban and David Levy, Producers",Gosford Park,f
2001,2002,74,BEST PICTURE,"Graham Leader, Ross Katz and Todd Field, Producers",In the Bedroom,f
2001,2002,74,BEST PICTURE,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers",The Lord of the Rings: The Fellowship of the Ring,f
2001,2002,74,BEST PICTURE,"Martin Brown, Baz Luhrmann and Fred Baron, Producers",Moulin Rouge,f
2001,2002,74,SHORT FILM (Animated),"Ruairi Robinson, Seamus Byrne",Fifty Percent Grey,f
2001,2002,74,SHORT FILM (Animated),Ralph Eggleston,For the Birds,t
2001,2002,74,SHORT FILM (Animated),"Cathal Gaffney, Darragh O'Connell",Give Up Yer Aul Sins,f
2001,2002,74,SHORT FILM (Animated),Cordell Barker,Strange Invaders,f
2001,2002,74,SHORT FILM (Animated),Joseph E. Merideth,Stubble Trouble,f
2001,2002,74,SHORT FILM (Live Action),"Ray McKinnon, Lisa Blount",the accountant,t
2001,2002,74,SHORT FILM (Live Action),Virgil Widrich,Copy Shop,f
2001,2002,74,SHORT FILM (Live Action),Johannes Kiefer,Gregor's Greatest Invention,f
2001,2002,74,SHORT FILM (Live Action),"Slawomir Fabicki, Bogumil Godfrejow",A Man Thing (Meska Sprawa),f
2001,2002,74,SHORT FILM (Live Action),"Kalman Apple, Shameela Bakhsh",Speed for Thespians,f
2001,2002,74,SOUND,"Vincent Arnardi, Guillaume Leriche, Jean Umansky",Amélie,f
2001,2002,74,SOUND,"Michael Minkler, Myron Nettinga, Chris Munro",Black Hawk Down,t
2001,2002,74,SOUND,"Christopher Boyes, Michael Semanick, Gethin Creagh, Hammond Peek",The Lord of the Rings: The Fellowship of the Ring,f
2001,2002,74,SOUND,"Andy Nelson, Anna Behlmer, Roger Savage, Guntis Sics",Moulin Rouge,f
2001,2002,74,SOUND,"Kevin O'Connell, Greg P. Russell, Peter J. Devlin",Pearl Harbor,f
2001,2002,74,SOUND EDITING,"Gary Rydstrom, Michael Silvers","Monsters, Inc.",f
2001,2002,74,SOUND EDITING,"George Watters II, Christopher Boyes",Pearl Harbor,t
2001,2002,74,VISUAL EFFECTS,"Dennis Muren, Scott Farrar, Stan Winston, Michael Lantieri",A.I. Artificial Intelligence,f
2001,2002,74,VISUAL EFFECTS,"Jim Rygiel, Randall William Cook, Richard Taylor, Mark Stetson",The Lord of the Rings: The Fellowship of the Ring,t
2001,2002,74,VISUAL EFFECTS,"Eric Brevig, John Frazier, Ed Hirsh, Ben Snow",Pearl Harbor,f
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Akiva Goldsman,A Beautiful Mind,t
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Daniel Clowes & Terry Zwigoff,Ghost World,f
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Rob Festinger and Todd Field,In the Bedroom,f
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),"Screenplay by Fran Walsh, Philippa Boyens, Peter Jackson",The Lord of the Rings: The Fellowship of the Ring,f
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Ted Elliott & Terry Rossio and Joe Stillman and Roger S.H. Schulman,Shrek,f
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Screenplay by Guillaume Laurant and Jean-Pierre Jeunet; Dialogue by Guillaume Laurant,Amélie,f
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Written by Julian Fellowes,Gosford Park,t
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Screenplay by Christopher Nolan; Story by Jonathan Nolan,Memento,f
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Written by Milo Addica & Will Rokos,Monster's Ball,f
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Written by Wes Anderson & Owen Wilson,The Royal Tenenbaums,f
2001,2002,74,JEAN HERSHOLT HUMANITARIAN AWARD,Arthur Hiller,,t
2001,2002,74,HONORARY AWARD, Sidney Poitier in recognition of his remarkable accomplishments as an artist and as a human being.,,t
2001,2002,74,HONORARY AWARD, Robert Redford:  Actor,,t
2002,2003,75,ACTOR IN A LEADING ROLE,Adrien Brody,The Pianist,t
2002,2003,75,ACTOR IN A LEADING ROLE,Nicolas Cage,Adaptation,f
2002,2003,75,ACTOR IN A LEADING ROLE,Michael Caine,The Quiet American,f
2002,2003,75,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Gangs of New York,f
2002,2003,75,ACTOR IN A LEADING ROLE,Jack Nicholson,About Schmidt,f
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Chris Cooper,Adaptation,t
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Ed Harris,The Hours,f
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Paul Newman,Road to Perdition,f
2002,2003,75,ACTOR IN A SUPPORTING ROLE,John C. Reilly,Chicago,f
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Christopher Walken,Catch Me If You Can,f
2002,2003,75,ACTRESS IN A LEADING ROLE,Salma Hayek,Frida,f
2002,2003,75,ACTRESS IN A LEADING ROLE,Nicole Kidman,The Hours,t
2002,2003,75,ACTRESS IN A LEADING ROLE,Diane Lane,Unfaithful,f
2002,2003,75,ACTRESS IN A LEADING ROLE,Julianne Moore,Far from Heaven,f
2002,2003,75,ACTRESS IN A LEADING ROLE,Renée Zellweger,Chicago,f
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,About Schmidt,f
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Julianne Moore,The Hours,f
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Queen Latifah,Chicago,f
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Adaptation,f
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Catherine Zeta-Jones,Chicago,t
2002,2003,75,ANIMATED FEATURE FILM,Chris Wedge,Ice Age,f
2002,2003,75,ANIMATED FEATURE FILM,Chris Sanders,Lilo & Stitch,f
2002,2003,75,ANIMATED FEATURE FILM,Jeffrey Katzenberg,Spirit: Stallion of the Cimarron,f
2002,2003,75,ANIMATED FEATURE FILM,Hayao Miyazaki,Spirited Away,t
2002,2003,75,ANIMATED FEATURE FILM,Ron Clements,Treasure Planet,f
2002,2003,75,ART DIRECTION,Art Direction:  John Myhre; Set Decoration:  Gordon Sim,Chicago,t
2002,2003,75,ART DIRECTION,Art Direction:  Felipe Fernandez del Paso; Set Decoration:  Hania Robledo,Frida,f
2002,2003,75,ART DIRECTION,Art Direction:  Dante Ferretti; Set Decoration:  Francesca Lo Schiavo,Gangs of New York,f
2002,2003,75,ART DIRECTION,Art Direction:  Grant Major; Set Decoration:  Dan Hennah and Alan Lee,The Lord of the Rings: The Two Towers,f
2002,2003,75,ART DIRECTION,Art Direction:  Dennis Gassner; Set Decoration:  Nancy Haigh,Road to Perdition,f
2002,2003,75,CINEMATOGRAPHY,Dion Beebe,Chicago,f
2002,2003,75,CINEMATOGRAPHY,Edward Lachman,Far from Heaven,f
2002,2003,75,CINEMATOGRAPHY,Michael Ballhaus,Gangs of New York,f
2002,2003,75,CINEMATOGRAPHY,Pawel Edelman,The Pianist,f
2002,2003,75,CINEMATOGRAPHY,Conrad L. Hall,Road to Perdition,t
2002,2003,75,COSTUME DESIGN,Colleen Atwood,Chicago,t
2002,2003,75,COSTUME DESIGN,Julie Weiss,Frida,f
2002,2003,75,COSTUME DESIGN,Sandy Powell,Gangs of New York,f
2002,2003,75,COSTUME DESIGN,Ann Roth,The Hours,f
2002,2003,75,COSTUME DESIGN,Anna Sheppard,The Pianist,f
2002,2003,75,DIRECTING,Rob Marshall,Chicago,f
2002,2003,75,DIRECTING,Martin Scorsese,Gangs of New York,f
2002,2003,75,DIRECTING,Stephen Daldry,The Hours,f
2002,2003,75,DIRECTING,Roman Polanski,The Pianist,t
2002,2003,75,DIRECTING,Pedro Almodóvar,Talk to Her,f
2002,2003,75,DOCUMENTARY (Feature),"Michael Moore, Michael Donovan",Bowling for Columbine,t
2002,2003,75,DOCUMENTARY (Feature),"Gail Dolgin, Vicente Franco",Daughter from Danang,f
2002,2003,75,DOCUMENTARY (Feature),"Malcolm Clarke, Stuart Sender",Prisoner of Paradise,f
2002,2003,75,DOCUMENTARY (Feature),"Jeffrey Blitz, Sean Welch",Spellbound,f
2002,2003,75,DOCUMENTARY (Feature),Jacques Perrin,Winged Migration,f
2002,2003,75,DOCUMENTARY (Short Subject),Alice Elliott,The Collector of Bedford Street,f
2002,2003,75,DOCUMENTARY (Short Subject),"Robert Hudson, Bobby Houston",Mighty Times: The Legacy of Rosa Parks,f
2002,2003,75,DOCUMENTARY (Short Subject),"Bill Guttentag, Robert David Port",Twin Towers,t
2002,2003,75,DOCUMENTARY (Short Subject),"Roger Weisberg, Murray Nossel",Why Can't We Be a Family Again?,f
2002,2003,75,FILM EDITING,Martin Walsh,Chicago,t
2002,2003,75,FILM EDITING,Thelma Schoonmaker,Gangs of New York,f
2002,2003,75,FILM EDITING,Peter Boyle,The Hours,f
2002,2003,75,FILM EDITING,Michael Horton,The Lord of the Rings: The Two Towers,f
2002,2003,75,FILM EDITING,Hervé de Luze,The Pianist,f
2002,2003,75,FOREIGN LANGUAGE FILM,Mexico,El Crimen del Padre Amaro,f
2002,2003,75,FOREIGN LANGUAGE FILM,People's Republic of China,Hero,f
2002,2003,75,FOREIGN LANGUAGE FILM,Finland,The Man without a Past,f
2002,2003,75,FOREIGN LANGUAGE FILM,Germany,Nowhere in Africa,t
2002,2003,75,FOREIGN LANGUAGE FILM,The Netherlands,Zus & Zo,f
2002,2003,75,MAKEUP,"John Jackson, Beatrice De Alba",Frida,t
2002,2003,75,MAKEUP,"John M. Elliott, Jr., Barbara Lorenz",The Time Machine,f
2002,2003,75,MUSIC (Original Score),John Williams,Catch Me If You Can,f
2002,2003,75,MUSIC (Original Score),Elmer Bernstein,Far from Heaven,f
2002,2003,75,MUSIC (Original Score),Elliot Goldenthal,Frida,t
2002,2003,75,MUSIC (Original Score),Philip Glass,The Hours,f
2002,2003,75,MUSIC (Original Score),Thomas Newman,Road to Perdition,f
2002,2003,75,MUSIC (Original Song),Music by Elliot Goldenthal; Lyric by Julie Taymor,Frida,f
2002,2003,75,MUSIC (Original Song),Music and Lyric by Paul Simon,The Wild Thornberrys Movie,f
2002,2003,75,MUSIC (Original Song),"Music and Lyric by Bono, The Edge, Adam Clayton and Larry Mullen",Gangs of New York,f
2002,2003,75,MUSIC (Original Song),Music by John Kander; Lyric by Fred Ebb,Chicago,f
2002,2003,75,MUSIC (Original Song),"Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem",8 Mile,t
2002,2003,75,BEST PICTURE,"Martin Richards, Producer",Chicago,t
2002,2003,75,BEST PICTURE,"Alberto Grimaldi and Harvey Weinstein, Producers",Gangs of New York,f
2002,2003,75,BEST PICTURE,"Scott Rudin and Robert Fox, Producers",The Hours,f
2002,2003,75,BEST PICTURE,"Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers",The Lord of the Rings: The Two Towers,f
2002,2003,75,BEST PICTURE,"Roman Polanski, Robert Benmussa and Alain Sarde, Producers",The Pianist,f
2002,2003,75,SHORT FILM (Animated),Tomek Baginski,The Cathedral,f
2002,2003,75,SHORT FILM (Animated),Eric Armstrong,The ChubbChubbs!,t
2002,2003,75,SHORT FILM (Animated),"Chris Stenner, Heidi Wittlinger",Das Rad,f
2002,2003,75,SHORT FILM (Animated),"Pete Docter, Roger Gould",Mike's New Car,f
2002,2003,75,SHORT FILM (Animated),Koji Yamamura,Mt. Head,f
2002,2003,75,SHORT FILM (Live Action),"Dirk Beliën, Anja Daelemans",Fait D'Hiver,f
2002,2003,75,SHORT FILM (Live Action),"Philippe Orreindy, Thomas Gaudin",I'll Wait for the Next One... (J'Attendrai Le Suivant...),f
2002,2003,75,SHORT FILM (Live Action),"Steven Pasvolsky, Joe Weatherstone",Inja (Dog),f
2002,2003,75,SHORT FILM (Live Action),"Lexi Alexander, Alexander Buono",Johnny Flynton,f
2002,2003,75,SHORT FILM (Live Action),"Martin Strange-Hansen, Mie Andreasen",This Charming Man (Der Er En Yndig Mand),t
2002,2003,75,SOUND,"Michael Minkler, Dominick Tavella, David Lee",Chicago,t
2002,2003,75,SOUND,"Tom Fleischman, Eugene Gearty, Ivan Sharrock",Gangs of New York,f
2002,2003,75,SOUND,"Christopher Boyes, Michael Semanick, Michael Hedges, Hammond Peek",The Lord of the Rings: The Two Towers,f
2002,2003,75,SOUND,"Scott Millan, Bob Beemer, John Patrick Pritchett",Road to Perdition,f
2002,2003,75,SOUND,"Kevin O'Connell, Greg P. Russell, Ed Novick",Spider-Man,f
2002,2003,75,SOUND EDITING,"Ethan Van der Ryn, Michael Hopkins",The Lord of the Rings: The Two Towers,t
2002,2003,75,SOUND EDITING,"Richard Hymns, Gary Rydstrom",Minority Report,f
2002,2003,75,SOUND EDITING,Scott A. Hecker,Road to Perdition,f
2002,2003,75,VISUAL EFFECTS,"Jim Rygiel, Joe Letteri, Randall William Cook, Alex Funke",The Lord of the Rings: The Two Towers,t
2002,2003,75,VISUAL EFFECTS,"John Dykstra, Scott Stokdyk, Anthony LaMolinara, John Frazier",Spider-Man,f
2002,2003,75,VISUAL EFFECTS,"Rob Coleman, Pablo Helman, John Knoll, Ben Snow",Star Wars Episode II Attack of the Clones,f
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Peter Hedges and Chris Weitz & Paul Weitz,About a Boy,f
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Charlie Kaufman and Donald Kaufman,Adaptation,f
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Bill Condon,Chicago,f
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by David Hare,The Hours,f
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Ronald Harwood,The Pianist,t
2002,2003,75,WRITING (Original Screenplay),Written by Todd Haynes,Far from Heaven,f
2002,2003,75,WRITING (Original Screenplay),Screenplay by Jay Cocks and Steve Zaillian and Kenneth Lonergan; Story by Jay Cocks,Gangs of New York,f
2002,2003,75,WRITING (Original Screenplay),Written by Nia Vardalos,My Big Fat Greek Wedding,f
2002,2003,75,WRITING (Original Screenplay),Written by Pedro Almodóvar,Talk to Her,t
2002,2003,75,WRITING (Original Screenplay),Written by Carlos Cuarón and Alfonso Cuarón,Y Tu Mamá También,f
2002,2003,75,HONORARY AWARD, Peter O'ole,,t
2003,2004,76,ACTOR IN A LEADING ROLE,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,f
2003,2004,76,ACTOR IN A LEADING ROLE,Ben Kingsley,House of Sand and Fog,f
2003,2004,76,ACTOR IN A LEADING ROLE,Jude Law,Cold Mountain,f
2003,2004,76,ACTOR IN A LEADING ROLE,Bill Murray,Lost in Translation,f
2003,2004,76,ACTOR IN A LEADING ROLE,Sean Penn,Mystic River,t
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Alec Baldwin,The Cooler,f
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Benicio Del Toro,21 Grams,f
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Djimon Hounsou,In America,f
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Tim Robbins,Mystic River,t
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Ken Watanabe,The Last Samurai,f
2003,2004,76,ACTRESS IN A LEADING ROLE,Keisha Castle-Hughes,Whale Rider,f
2003,2004,76,ACTRESS IN A LEADING ROLE,Diane Keaton,Something's Gotta Give,f
2003,2004,76,ACTRESS IN A LEADING ROLE,Samantha Morton,In America,f
2003,2004,76,ACTRESS IN A LEADING ROLE,Charlize Theron,Monster,t
2003,2004,76,ACTRESS IN A LEADING ROLE,Naomi Watts,21 Grams,f
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Shohreh Aghdashloo,House of Sand and Fog,f
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Patricia Clarkson,Pieces of April,f
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Marcia Gay Harden,Mystic River,f
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Holly Hunter,Thirteen,f
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Renée Zellweger,Cold Mountain,t
2003,2004,76,ANIMATED FEATURE FILM,Aaron Blaise and Robert Walker,Brother Bear,f
2003,2004,76,ANIMATED FEATURE FILM,Andrew Stanton,Finding Nemo,t
2003,2004,76,ANIMATED FEATURE FILM,Sylvain Chomet,The Triplets of Belleville,f
2003,2004,76,ART DIRECTION,Art Direction: Ben Van Os; Set Decoration: Cecile Heideman,Girl with a Pearl Earring,f
2003,2004,76,ART DIRECTION,Art Direction: Lilly Kilvert; Set Decoration: Gretchen Rau,The Last Samurai,f
2003,2004,76,ART DIRECTION,Art Direction: Grant Major; Set Decoration: Dan Hennah and Alan Lee,The Lord of the Rings: The Return of the King,t
2003,2004,76,ART DIRECTION,Art Direction: William Sandell; Set Decoration: Robert Gould,Master and Commander: The Far Side of the World,f
2003,2004,76,ART DIRECTION,Art Direction: Jeannine Oppewall; Set Decoration: Leslie Pope,Seabiscuit,f
2003,2004,76,CINEMATOGRAPHY,Cesar Charlone,City of God,f
2003,2004,76,CINEMATOGRAPHY,John Seale,Cold Mountain,f
2003,2004,76,CINEMATOGRAPHY,Eduardo Serra,Girl with a Pearl Earring,f
2003,2004,76,CINEMATOGRAPHY,Russell Boyd,Master and Commander: The Far Side of the World,t
2003,2004,76,CINEMATOGRAPHY,John Schwartzman,Seabiscuit,f
2003,2004,76,COSTUME DESIGN,Dien van Straalen,Girl with a Pearl Earring,f
2003,2004,76,COSTUME DESIGN,Ngila Dickson,The Last Samurai,f
2003,2004,76,COSTUME DESIGN,Ngila Dickson and Richard Taylor,The Lord of the Rings: The Return of the King,t
2003,2004,76,COSTUME DESIGN,Wendy Stites,Master and Commander: The Far Side of the World,f
2003,2004,76,COSTUME DESIGN,Judianna Makovsky,Seabiscuit,f
2003,2004,76,DIRECTING,Fernando Meirelles,City of God,f
2003,2004,76,DIRECTING,Peter Jackson,The Lord of the Rings: The Return of the King,t
2003,2004,76,DIRECTING,Sofia Coppola,Lost in Translation,f
2003,2004,76,DIRECTING,Peter Weir,Master and Commander: The Far Side of the World,f
2003,2004,76,DIRECTING,Clint Eastwood,Mystic River,f
2003,2004,76,DOCUMENTARY (Feature),Carlos Bosch and Josep Maria Domenech,Balseros,f
2003,2004,76,DOCUMENTARY (Feature),Andrew Jarecki and Marc Smerling,Capturing the Friedmans,f
2003,2004,76,DOCUMENTARY (Feature),Errol Morris and Michael Williams,The Fog of War,t
2003,2004,76,DOCUMENTARY (Feature),Nathaniel Kahn and Susan R. Behr,My Architect,f
2003,2004,76,DOCUMENTARY (Feature),Sam Green and Bill Siegel,The Weather Underground,f
2003,2004,76,DOCUMENTARY (Short Subject),Sandy McLeod and Gini Reticker,Asylum,f
2003,2004,76,DOCUMENTARY (Short Subject),Maryann DeLeo,Chernobyl Heart,t
2003,2004,76,DOCUMENTARY (Short Subject),Katja Esson,Ferry Tales,f
2003,2004,76,FILM EDITING,Daniel Rezende,City of God,f
2003,2004,76,FILM EDITING,Walter Murch,Cold Mountain,f
2003,2004,76,FILM EDITING,Jamie Selkirk,The Lord of the Rings: The Return of the King,t
2003,2004,76,FILM EDITING,Lee Smith,Master and Commander: The Far Side of the World,f
2003,2004,76,FILM EDITING,William Goldenberg,Seabiscuit,f
2003,2004,76,FOREIGN LANGUAGE FILM,Canada,The Barbarian Invasions,t
2003,2004,76,FOREIGN LANGUAGE FILM,Sweden,Evil,f
2003,2004,76,FOREIGN LANGUAGE FILM,Japan,The Twilight Samurai,f
2003,2004,76,FOREIGN LANGUAGE FILM,The Netherlands,Twin Sisters,f
2003,2004,76,FOREIGN LANGUAGE FILM,Czech Republic,Zelary,f
2003,2004,76,MAKEUP,Richard Taylor and Peter King,The Lord of the Rings: The Return of the King,t
2003,2004,76,MAKEUP,Edouard Henriques III and Yolanda Toussieng,Master and Commander: The Far Side of the World,f
2003,2004,76,MAKEUP,Ve Neill and Martin Samuel,Pirates of the Caribbean: The Curse of the Black Pearl,f
2003,2004,76,MUSIC (Original Score),Danny Elfman,Big Fish,f
2003,2004,76,MUSIC (Original Score),Gabriel Yared,Cold Mountain,f
2003,2004,76,MUSIC (Original Score),Thomas Newman,Finding Nemo,f
2003,2004,76,MUSIC (Original Score),James Horner,House of Sand and Fog,f
2003,2004,76,MUSIC (Original Score),Howard Shore,The Lord of the Rings: The Return of the King,t
2003,2004,76,MUSIC (Original Song),Music by Benoît Charest; Lyric by Sylvain Chomet,The Triplets of Belleville,f
2003,2004,76,MUSIC (Original Song),Music and Lyric by Fran Walsh and Howard Shore and Annie Lennox,The Lord of the Rings: The Return of the King,t
2003,2004,76,MUSIC (Original Song),Music and Lyric by Michael McKean and Annette O'Toole,A Mighty Wind,f
2003,2004,76,MUSIC (Original Song),Music and Lyric by T Bone Burnett and Elvis Costello,Cold Mountain,f
2003,2004,76,MUSIC (Original Song),Music and Lyric by Sting,Cold Mountain,f
2003,2004,76,BEST PICTURE,"Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers",The Lord of the Rings: The Return of the King,t
2003,2004,76,BEST PICTURE,"Ross Katz and Sofia Coppola, Producers",Lost in Translation,f
2003,2004,76,BEST PICTURE,"Samuel Goldwyn, Jr., Peter Weir and Duncan Henderson, Producers",Master and Commander: The Far Side of the World,f
2003,2004,76,BEST PICTURE,"Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers",Mystic River,f
2003,2004,76,BEST PICTURE,"Kathleen Kennedy, Frank Marshall and Gary Ross, Producers",Seabiscuit,f
2003,2004,76,SHORT FILM (Animated),Bud Luckey,Boundin',f
2003,2004,76,SHORT FILM (Animated),Dominique Monfery and Roy Edward Disney,Destino,f
2003,2004,76,SHORT FILM (Animated),Carlos Saldanha and John C. Donkin,Gone Nutty,f
2003,2004,76,SHORT FILM (Animated),Adam Elliot,Harvie Krumpet,t
2003,2004,76,SHORT FILM (Animated),Chris Hinton,Nibbles,f
2003,2004,76,SHORT FILM (Live Action),Florian Baxmeyer,Die Rote Jacke (The Red Jacket),f
2003,2004,76,SHORT FILM (Live Action),Bobby Garabedian and William Zabka,Most (The Bridge),f
2003,2004,76,SHORT FILM (Live Action),Lionel Bailliu,Squash,f
2003,2004,76,SHORT FILM (Live Action),Stefan Arsenijevi¿,(A) Torzija [(A) Torsion],f
2003,2004,76,SHORT FILM (Live Action),Aaron Schneider and Andrew J. Sacks,Two Soldiers,t
2003,2004,76,SOUND EDITING,Gary Rydstrom and Michael Silvers,Finding Nemo,f
2003,2004,76,SOUND EDITING,Richard King,Master and Commander: The Far Side of the World,t
2003,2004,76,SOUND EDITING,Christopher Boyes and George Watters II,Pirates of the Caribbean: The Curse of the Black Pearl,f
2003,2004,76,SOUND MIXING,"Andy Nelson, Anna Behlmer and Jeff Wexler",The Last Samurai,f
